1,0.246228
2,0.195874
3,0.184769
4,0.187460
5,0.189097
6,0.184982
7,0.181226
8,0.180591
9,0.176202
10,0.173111
11,0.169509
12,0.166321
13,0.163667
14,0.162376
15,0.159405
16,0.156320
17,0.153542
18,0.150877
19,0.147625
20,0.143821
21,0.141208
22,0.137753
23,0.134564
24,0.131165
25,0.129445
26,0.126235
27,0.123468
28,0.122119
29,0.119735
30,0.116773
31,0.114813
32,0.112838
33,0.111673
34,0.109092
35,0.106899
36,0.105083
37,0.103792
38,0.102085
39,0.100082
40,0.098731
41,0.096788
42,0.094863
43,0.092934
44,0.091016
45,0.090211
46,0.088318
47,0.087471
48,0.085672
49,0.084121
50,0.082379
51,0.081623
52,0.080347
53,0.079162
54,0.077863
55,0.076836
56,0.075647
57,0.074791
58,0.073883
59,0.072791
60,0.071843
61,0.070911
62,0.070106
63,0.069678
64,0.068607
65,0.067944
66,0.067256
67,0.066683
68,0.065988
69,0.065093
70,0.064439
71,0.063773
72,0.062889
73,0.062210
74,0.061449
75,0.060741
76,0.059962
77,0.059124
78,0.058327
79,0.057613
80,0.056771
81,0.056216
82,0.055388
83,0.054907
84,0.054217
85,0.053782
86,0.053408
87,0.052963
88,0.052527
89,0.052078
90,0.051744
91,0.051319
92,0.050858
93,0.050535
94,0.050075
95,0.049791
96,0.049277
97,0.048925
98,0.048563
99,0.048145
100,0.047913
101,0.047534
102,0.047062
103,0.046858
104,0.046327
105,0.045975
106,0.045555
107,0.045112
108,0.044845
109,0.044409
110,0.044050
111,0.043599
112,0.043323
113,0.042952
114,0.042689
115,0.042255
116,0.041918
117,0.041654
118,0.041317
119,0.041002
120,0.040768
121,0.040457
122,0.040196
123,0.039936
124,0.039648
125,0.039346
126,0.039080
127,0.038918
128,0.038605
129,0.038346
130,0.038160
131,0.037864
132,0.037653
133,0.037477
134,0.037283
135,0.037094
136,0.036924
137,0.036823
138,0.036659
139,0.036450
140,0.036308
141,0.036154
142,0.035917
143,0.036033
144,0.035876
145,0.035494
146,0.035327
147,0.035226
148,0.035120
149,0.034908
150,0.034753
151,0.034743
152,0.034640
153,0.034511
154,0.035001
155,0.035061
156,0.034900
157,0.034729
158,0.034945
159,0.034682
160,0.033916
161,0.033610
162,0.033472
163,0.033270
164,0.033175
165,0.032935
166,0.032814
167,0.032676
168,0.033071
169,0.032665
170,0.032396
171,0.032496
172,0.032346
173,0.032309
174,0.032286
175,0.032164
176,0.031983
177,0.032295
178,0.032277
179,0.032371
180,0.032523
181,0.032311
182,0.032179
183,0.031981
184,0.031833
185,0.031685
186,0.031580
187,0.031525
188,0.031200
189,0.031536
190,0.031387
191,0.031271
192,0.031153
193,0.031391
194,0.031074
195,0.031054
196,0.031170
197,0.031229
198,0.031207
199,0.031356
200,0.031319
201,0.031581
202,0.031312
203,0.031847
204,0.032027
205,0.031902
206,0.032096
207,0.032337
208,0.032364
209,0.032610
210,0.032612
211,0.032877
212,0.033000
213,0.033343
214,0.033574
215,0.034054
216,0.035082
217,0.034509
218,0.034762
219,0.035015
220,0.034667
221,0.034967
222,0.035133
223,0.035061
224,0.034803
225,0.035191
226,0.034808
227,0.034352
228,0.033874
229,0.033887
230,0.033834
231,0.033800
232,0.033709
233,0.033321
234,0.032975
235,0.032613
236,0.032476
237,0.032121
238,0.032045
239,0.032004
240,0.032155
241,0.032255
242,0.032817
243,0.033069
244,0.033023
245,0.032905
246,0.033177
247,0.033393
248,0.034027
249,0.034501
250,0.034285
251,0.034314
252,0.034645
253,0.034742
254,0.034617
255,0.034384
256,0.034364
257,0.034359
258,0.033981
259,0.034033
260,0.034330
261,0.034735
262,0.034784
263,0.034618
264,0.034787
265,0.035244
266,0.035398
267,0.035463
268,0.035373
269,0.035272
270,0.034792
271,0.034336
272,0.034292
273,0.034253
274,0.033705
275,0.033238
276,0.032893
277,0.033015
278,0.032646
279,0.033266
280,0.033862
281,0.034190
282,0.034028
283,0.034687
284,0.035266
285,0.035743
286,0.037003
287,0.036376
288,0.035690
289,0.034436
290,0.033954
291,0.034059
292,0.033867
293,0.033978
294,0.034590
295,0.034763
296,0.034653
297,0.034391
298,0.034396
299,0.034481
300,0.035493
